PLAYER_ID,SEASON_START,NAME
29,1994,Jim McIlvaine
29,1995,Jim McIlvaine
29,1996,Jim McIlvaine
29,1997,Jim McIlvaine
29,1998,Jim McIlvaine
29,1999,Jim McIlvaine
29,2000,Jim McIlvaine
30,1992,Richard Dumas
30,1994,Richard Dumas
30,1995,Richard Dumas
31,1992,Lorenzo Williams
31,1993,Lorenzo Williams
31,1994,Lorenzo Williams
31,1995,Lorenzo Williams
31,1996,Lorenzo Williams
31,1997,Lorenzo Williams
31,1999,Lorenzo Williams
32,1994,Clifford Rozier
32,1995,Clifford Rozier
32,1996,Clifford Rozier
32,1997,Clifford Rozier
35,1993,Eric Riley
35,1994,Eric Riley
35,1995,Eric Riley
35,1997,Eric Riley
35,1998,Eric Riley
36,1989,Sarunas Marciulionis
36,1990,Sarunas Marciulionis
36,1991,Sarunas Marciulionis
36,1992,Sarunas Marciulionis
36,1994,Sarunas Marciulionis
36,1995,Sarunas Marciulionis
36,1996,Sarunas Marciulionis
37,1993,Greg Graham
37,1994,Greg Graham
37,1995,Greg Graham
37,1996,Greg Graham
37,1997,Greg Graham
38,1987,Brad Lohaus
38,1988,Brad Lohaus
38,1989,Brad Lohaus
38,1990,Brad Lohaus
38,1991,Brad Lohaus
38,1992,Brad Lohaus
38,1993,Brad Lohaus
38,1994,Brad Lohaus
38,1995,Brad Lohaus
38,1996,Brad Lohaus
38,1997,Brad Lohaus
41,1990,Anthony Bonner
41,1991,Anthony Bonner
41,1992,Anthony Bonner
41,1993,Anthony Bonner
41,1994,Anthony Bonner
41,1995,Anthony Bonner
42,1994,Monty Williams
42,1995,Monty Williams
42,1996,Monty Williams
42,1997,Monty Williams
42,1998,Monty Williams
42,1999,Monty Williams
42,2000,Monty Williams
42,2001,Monty Williams
42,2002,Monty Williams
43,1993,Chris Whitney
43,1994,Chris Whitney
43,1995,Chris Whitney
43,1996,Chris Whitney
43,1997,Chris Whitney
43,1998,Chris Whitney
43,1999,Chris Whitney
43,2000,Chris Whitney
43,2001,Chris Whitney
43,2002,Chris Whitney
43,2003,Chris Whitney
45,1989,George McCloud
45,1990,George McCloud
45,1991,George McCloud
45,1992,George McCloud
45,1994,George McCloud
45,1995,George McCloud
45,1996,George McCloud
45,1997,George McCloud
45,1998,George McCloud
45,1999,George McCloud
45,2000,George McCloud
45,2001,George McCloud
46,1993,Mike Peplowski
46,1994,Mike Peplowski
46,1995,Mike Peplowski
47,1985,Wayman Tisdale
47,1986,Wayman Tisdale
47,1987,Wayman Tisdale
47,1988,Wayman Tisdale
47,1989,Wayman Tisdale
47,1990,Wayman Tisdale
47,1991,Wayman Tisdale
47,1992,Wayman Tisdale
47,1993,Wayman Tisdale
47,1994,Wayman Tisdale
47,1995,Wayman Tisdale
47,1996,Wayman Tisdale
49,1993,Gheorghe Muresan
49,1994,Gheorghe Muresan
49,1995,Gheorghe Muresan
49,1996,Gheorghe Muresan
49,1998,Gheorghe Muresan
49,1999,Gheorghe Muresan
51,1990,Mahmoud Abdul-Rauf
51,1991,Mahmoud Abdul-Rauf
51,1992,Mahmoud Abdul-Rauf
51,1993,Mahmoud Abdul-Rauf
51,1994,Mahmoud Abdul-Rauf
51,1995,Mahmoud Abdul-Rauf
51,1996,Mahmoud Abdul-Rauf
51,1997,Mahmoud Abdul-Rauf
51,2000,Mahmoud Abdul-Rauf
52,1988,Micheal Williams
52,1989,Micheal Williams
52,1990,Micheal Williams
52,1991,Micheal Williams
52,1992,Micheal Williams
52,1993,Micheal Williams
52,1994,Micheal Williams
52,1995,Micheal Williams
52,1997,Micheal Williams
52,1998,Micheal Williams
53,1990,Mario Elie
53,1991,Mario Elie
53,1992,Mario Elie
53,1993,Mario Elie
53,1994,Mario Elie
53,1995,Mario Elie
53,1996,Mario Elie
53,1997,Mario Elie
53,1998,Mario Elie
53,1999,Mario Elie
53,2000,Mario Elie
54,1994,Dickey Simpkins
54,1995,Dickey Simpkins
54,1996,Dickey Simpkins
54,1997,Dickey Simpkins
54,1998,Dickey Simpkins
54,1999,Dickey Simpkins
54,2001,Dickey Simpkins
55,1991,Marty Conlon
55,1992,Marty Conlon
55,1993,Marty Conlon
55,1994,Marty Conlon
55,1995,Marty Conlon
55,1996,Marty Conlon
55,1997,Marty Conlon
55,1998,Marty Conlon
55,1999,Marty Conlon
56,1990,Gary Payton
56,1991,Gary Payton
56,1992,Gary Payton
56,1993,Gary Payton
56,1994,Gary Payton
56,1995,Gary Payton
56,1996,Gary Payton
56,1997,Gary Payton
56,1998,Gary Payton
56,1999,Gary Payton
56,2000,Gary Payton
56,2001,Gary Payton
56,2002,Gary Payton
56,2003,Gary Payton
56,2004,Gary Payton
56,2005,Gary Payton
56,2006,Gary Payton
57,1992,Doug Christie
57,1993,Doug Christie
57,1994,Doug Christie
57,1995,Doug Christie
57,1996,Doug Christie
57,1997,Doug Christie
57,1998,Doug Christie
57,1999,Doug Christie
57,2000,Doug Christie
57,2001,Doug Christie
57,2002,Doug Christie
57,2003,Doug Christie
57,2004,Doug Christie
57,2005,Doug Christie
57,2006,Doug Christie
61,1991,Carl Herrera
61,1992,Carl Herrera
61,1993,Carl Herrera
61,1994,Carl Herrera
61,1995,Carl Herrera
61,1996,Carl Herrera
61,1997,Carl Herrera
61,1998,Carl Herrera
63,1994,Michael Smith
63,1995,Michael Smith
63,1996,Michael Smith
63,1997,Michael Smith
63,1998,Michael Smith
63,1999,Michael Smith
63,2000,Michael Smith
64,1984,Sam Perkins
64,1985,Sam Perkins
64,1986,Sam Perkins
64,1987,Sam Perkins
64,1988,Sam Perkins
64,1989,Sam Perkins
64,1990,Sam Perkins
64,1991,Sam Perkins
64,1992,Sam Perkins
64,1993,Sam Perkins
64,1994,Sam Perkins
64,1995,Sam Perkins
64,1996,Sam Perkins
64,1997,Sam Perkins
64,1998,Sam Perkins
64,1999,Sam Perkins
64,2000,Sam Perkins
65,1994,Greg Minor
65,1995,Greg Minor
65,1996,Greg Minor
65,1997,Greg Minor
65,1998,Greg Minor
66,1995,Marques Bragg
67,1989,Tom Hammonds
67,1990,Tom Hammonds
67,1991,Tom Hammonds
67,1992,Tom Hammonds
67,1993,Tom Hammonds
67,1994,Tom Hammonds
67,1995,Tom Hammonds
67,1996,Tom Hammonds
67,1997,Tom Hammonds
67,1998,Tom Hammonds
67,1999,Tom Hammonds
67,2000,Tom Hammonds
70,1988,Steve Kerr
70,1989,Steve Kerr
70,1990,Steve Kerr
70,1991,Steve Kerr
70,1992,Steve Kerr
70,1993,Steve Kerr
70,1994,Steve Kerr
70,1995,Steve Kerr
70,1996,Steve Kerr
70,1997,Steve Kerr
70,1998,Steve Kerr
70,1999,Steve Kerr
70,2000,Steve Kerr
70,2001,Steve Kerr
70,2002,Steve Kerr
71,1989,Pooh Richardson
71,1990,Pooh Richardson
71,1991,Pooh Richardson
71,1992,Pooh Richardson
71,1993,Pooh Richardson
71,1994,Pooh Richardson
71,1995,Pooh Richardson
71,1996,Pooh Richardson
71,1997,Pooh Richardson
71,1998,Pooh Richardson
72,1991,Kenny Anderson
72,1992,Kenny Anderson
72,1993,Kenny Anderson
72,1994,Kenny Anderson
72,1995,Kenny Anderson
72,1996,Kenny Anderson
72,1997,Kenny Anderson
72,1998,Kenny Anderson
72,1999,Kenny Anderson
72,2000,Kenny Anderson
72,2001,Kenny Anderson
72,2002,Kenny Anderson
72,2003,Kenny Anderson
72,2004,Kenny Anderson
73,1986,Hot Rod Williams
73,1987,Hot Rod Williams
73,1988,Hot Rod Williams
73,1989,Hot Rod Williams
73,1990,Hot Rod Williams
73,1991,Hot Rod Williams
73,1992,Hot Rod Williams
73,1993,Hot Rod Williams
73,1994,Hot Rod Williams
73,1995,Hot Rod Williams
73,1996,Hot Rod Williams
73,1997,Hot Rod Williams
73,1998,Hot Rod Williams
74,1994,Derrick Phelps
76,1990,Cedric Ceballos
76,1991,Cedric Ceballos
76,1992,Cedric Ceballos
76,1993,Cedric Ceballos
76,1994,Cedric Ceballos
76,1995,Cedric Ceballos
76,1996,Cedric Ceballos
76,1997,Cedric Ceballos
76,1998,Cedric Ceballos
76,1999,Cedric Ceballos
76,2000,Cedric Ceballos
77,1992,Doug Overton
77,1993,Doug Overton
77,1994,Doug Overton
77,1995,Doug Overton
77,1996,Doug Overton
77,1997,Doug Overton
77,1998,Doug Overton
77,1999,Doug Overton
77,2000,Doug Overton
77,2001,Doug Overton
77,2003,Doug Overton
78,1982,LaSalle Thompson
78,1983,LaSalle Thompson
78,1984,LaSalle Thompson
78,1985,LaSalle Thompson
78,1986,LaSalle Thompson
78,1987,LaSalle Thompson
78,1988,LaSalle Thompson
78,1989,LaSalle Thompson
78,1990,LaSalle Thompson
78,1991,LaSalle Thompson
78,1992,LaSalle Thompson
78,1993,LaSalle Thompson
78,1994,LaSalle Thompson
78,1995,LaSalle Thompson
78,1996,LaSalle Thompson
80,1987,Ken Norman
80,1988,Ken Norman
80,1989,Ken Norman
80,1990,Ken Norman
80,1991,Ken Norman
80,1992,Ken Norman
80,1993,Ken Norman
80,1994,Ken Norman
80,1995,Ken Norman
80,1996,Ken Norman
81,1988,Jeff Grayer
81,1989,Jeff Grayer
81,1990,Jeff Grayer
81,1991,Jeff Grayer
81,1992,Jeff Grayer
81,1993,Jeff Grayer
81,1994,Jeff Grayer
81,1996,Jeff Grayer
81,1997,Jeff Grayer
82,1985,Bill Wennington
82,1986,Bill Wennington
82,1987,Bill Wennington
82,1988,Bill Wennington
82,1989,Bill Wennington
82,1990,Bill Wennington
82,1993,Bill Wennington
82,1994,Bill Wennington
82,1995,Bill Wennington
82,1996,Bill Wennington
82,1997,Bill Wennington
82,1998,Bill Wennington
82,1999,Bill Wennington
84,1992,Latrell Sprewell
84,1993,Latrell Sprewell
84,1994,Latrell Sprewell
84,1995,Latrell Sprewell
84,1996,Latrell Sprewell
84,1997,Latrell Sprewell
84,1998,Latrell Sprewell
84,1999,Latrell Sprewell
84,2000,Latrell Sprewell
84,2001,Latrell Sprewell
84,2002,Latrell Sprewell
84,2003,Latrell Sprewell
84,2004,Latrell Sprewell
85,1992,Brent Price
85,1993,Brent Price
85,1995,Brent Price
85,1996,Brent Price
85,1997,Brent Price
85,1998,Brent Price
85,1999,Brent Price
85,2000,Brent Price
85,2001,Brent Price
87,1991,Dikembe Mutombo
87,1992,Dikembe Mutombo
87,1993,Dikembe Mutombo
87,1994,Dikembe Mutombo
87,1995,Dikembe Mutombo
87,1996,Dikembe Mutombo
87,1997,Dikembe Mutombo
87,1998,Dikembe Mutombo
87,1999,Dikembe Mutombo
87,2000,Dikembe Mutombo
87,2001,Dikembe Mutombo
87,2002,Dikembe Mutombo
87,2003,Dikembe Mutombo
87,2004,Dikembe Mutombo
87,2005,Dikembe Mutombo
87,2006,Dikembe Mutombo
87,2007,Dikembe Mutombo
87,2008,Dikembe Mutombo
88,1990,Steve Scheffler
88,1991,Steve Scheffler
88,1992,Steve Scheffler
88,1993,Steve Scheffler
88,1994,Steve Scheffler
88,1995,Steve Scheffler
88,1996,Steve Scheffler
89,1993,Nick Van Exel
89,1994,Nick Van Exel
89,1995,Nick Van Exel
89,1996,Nick Van Exel
89,1997,Nick Van Exel
89,1998,Nick Van Exel
89,1999,Nick Van Exel
89,2000,Nick Van Exel
89,2001,Nick Van Exel
89,2002,Nick Van Exel
89,2003,Nick Van Exel
89,2004,Nick Van Exel
89,2005,Nick Van Exel
93,1992,Hubert Davis
93,1993,Hubert Davis
93,1994,Hubert Davis
93,1995,Hubert Davis
93,1996,Hubert Davis
93,1997,Hubert Davis
93,1998,Hubert Davis
93,1999,Hubert Davis
93,2000,Hubert Davis
93,2001,Hubert Davis
93,2002,Hubert Davis
93,2003,Hubert Davis
95,1988,Mark Bryant
95,1989,Mark Bryant
95,1990,Mark Bryant
95,1991,Mark Bryant
95,1992,Mark Bryant
95,1993,Mark Bryant
95,1994,Mark Bryant
95,1995,Mark Bryant
95,1996,Mark Bryant
95,1997,Mark Bryant
95,1998,Mark Bryant
95,1999,Mark Bryant
95,2000,Mark Bryant
95,2001,Mark Bryant
95,2002,Mark Bryant
96,1985,Detlef Schrempf
96,1986,Detlef Schrempf
96,1987,Detlef Schrempf
96,1988,Detlef Schrempf
96,1989,Detlef Schrempf
96,1990,Detlef Schrempf
96,1991,Detlef Schrempf
96,1992,Detlef Schrempf
96,1993,Detlef Schrempf
96,1994,Detlef Schrempf
96,1995,Detlef Schrempf
96,1996,Detlef Schrempf
96,1997,Detlef Schrempf
96,1998,Detlef Schrempf
96,1999,Detlef Schrempf
96,2000,Detlef Schrempf
97,1988,Ronnie Grandison
97,1991,Ronnie Grandison
97,1994,Ronnie Grandison
97,1995,Ronnie Grandison
98,1989,Nick Anderson
98,1990,Nick Anderson
98,1991,Nick Anderson
98,1992,Nick Anderson
98,1993,Nick Anderson
98,1994,Nick Anderson
98,1995,Nick Anderson
98,1996,Nick Anderson
98,1997,Nick Anderson
98,1998,Nick Anderson
98,1999,Nick Anderson
98,2000,Nick Anderson
98,2001,Nick Anderson
100,1989,Tim Legler
100,1990,Tim Legler
100,1992,Tim Legler
100,1993,Tim Legler
100,1994,Tim Legler
100,1995,Tim Legler
100,1996,Tim Legler
100,1997,Tim Legler
100,1998,Tim Legler
100,1999,Tim Legler
101,1986,Scott Skiles
101,1987,Scott Skiles
101,1988,Scott Skiles
101,1989,Scott Skiles
101,1990,Scott Skiles
101,1991,Scott Skiles
101,1992,Scott Skiles
101,1993,Scott Skiles
101,1994,Scott Skiles
101,1995,Scott Skiles
103,1992,Todd Day
103,1993,Todd Day
103,1994,Todd Day
103,1995,Todd Day
103,1996,Todd Day
103,1997,Todd Day
103,1999,Todd Day
103,2000,Todd Day
104,1985,Benoit Benjamin
104,1986,Benoit Benjamin
104,1987,Benoit Benjamin
104,1988,Benoit Benjamin
104,1989,Benoit Benjamin
104,1990,Benoit Benjamin
104,1991,Benoit Benjamin
104,1992,Benoit Benjamin
104,1993,Benoit Benjamin
104,1994,Benoit Benjamin
104,1995,Benoit Benjamin
104,1996,Benoit Benjamin
104,1997,Benoit Benjamin
104,1998,Benoit Benjamin
104,1999,Benoit Benjamin
105,1988,Dan Majerle
105,1989,Dan Majerle
105,1990,Dan Majerle
105,1991,Dan Majerle
105,1992,Dan Majerle
105,1993,Dan Majerle
105,1994,Dan Majerle
105,1995,Dan Majerle
105,1996,Dan Majerle
105,1997,Dan Majerle
105,1998,Dan Majerle
105,1999,Dan Majerle
105,2000,Dan Majerle
105,2001,Dan Majerle
107,1983,Dale Ellis
107,1984,Dale Ellis
107,1985,Dale Ellis
107,1986,Dale Ellis
107,1987,Dale Ellis
107,1988,Dale Ellis
107,1989,Dale Ellis
107,1990,Dale Ellis
107,1991,Dale Ellis
107,1992,Dale Ellis
107,1993,Dale Ellis
107,1994,Dale Ellis
107,1995,Dale Ellis
107,1996,Dale Ellis
107,1997,Dale Ellis
107,1998,Dale Ellis
107,1999,Dale Ellis
109,1992,Robert Horry
109,1993,Robert Horry
109,1994,Robert Horry
109,1995,Robert Horry
109,1996,Robert Horry
109,1997,Robert Horry
109,1998,Robert Horry
109,1999,Robert Horry
109,2000,Robert Horry
109,2001,Robert Horry
109,2002,Robert Horry
109,2003,Robert Horry
109,2004,Robert Horry
109,2005,Robert Horry
109,2006,Robert Horry
109,2007,Robert Horry
111,1992,LaPhonso Ellis
111,1993,LaPhonso Ellis
111,1994,LaPhonso Ellis
111,1995,LaPhonso Ellis
111,1996,LaPhonso Ellis
111,1997,LaPhonso Ellis
111,1998,LaPhonso Ellis
111,1999,LaPhonso Ellis
111,2000,LaPhonso Ellis
111,2001,LaPhonso Ellis
111,2002,LaPhonso Ellis
112,1994,Dontonio Wingfield
112,1995,Dontonio Wingfield
112,1996,Dontonio Wingfield
112,1997,Dontonio Wingfield
114,1992,Harold Miner
114,1993,Harold Miner
114,1994,Harold Miner
114,1995,Harold Miner
116,1988,David Wood
116,1990,David Wood
116,1992,David Wood
116,1993,David Wood
116,1994,David Wood
116,1995,David Wood
116,1996,David Wood
117,1983,Jeff Malone
117,1984,Jeff Malone
117,1985,Jeff Malone
117,1986,Jeff Malone
117,1987,Jeff Malone
117,1988,Jeff Malone
117,1989,Jeff Malone
117,1990,Jeff Malone
117,1991,Jeff Malone
117,1992,Jeff Malone
117,1993,Jeff Malone
117,1994,Jeff Malone
117,1995,Jeff Malone
120,1991,Steven Smith
120,1992,Steven Smith
120,1993,Steven Smith
120,1994,Steven Smith
120,1995,Steven Smith
120,1996,Steven Smith
120,1997,Steven Smith
120,1998,Steven Smith
120,1999,Steven Smith
120,2000,Steven Smith
120,2001,Steven Smith
120,2002,Steven Smith
120,2003,Steven Smith
120,2004,Steven Smith
121,1985,Patrick Ewing
121,1986,Patrick Ewing
121,1987,Patrick Ewing
121,1988,Patrick Ewing
121,1989,Patrick Ewing
121,1990,Patrick Ewing
121,1991,Patrick Ewing
121,1992,Patrick Ewing
121,1993,Patrick Ewing
121,1994,Patrick Ewing
121,1995,Patrick Ewing
121,1996,Patrick Ewing
121,1997,Patrick Ewing
121,1998,Patrick Ewing
121,1999,Patrick Ewing
121,2000,Patrick Ewing
121,2001,Patrick Ewing
122,1983,Fred Roberts
122,1984,Fred Roberts
122,1985,Fred Roberts
122,1986,Fred Roberts
122,1987,Fred Roberts
122,1988,Fred Roberts
122,1989,Fred Roberts
122,1990,Fred Roberts
122,1991,Fred Roberts
122,1992,Fred Roberts
122,1994,Fred Roberts
122,1995,Fred Roberts
122,1996,Fred Roberts
123,1991,Robert Pack
123,1992,Robert Pack
123,1993,Robert Pack
123,1994,Robert Pack
123,1995,Robert Pack
123,1996,Robert Pack
123,1997,Robert Pack
123,1998,Robert Pack
123,1999,Robert Pack
123,2000,Robert Pack
123,2001,Robert Pack
123,2002,Robert Pack
123,2003,Robert Pack
124,1989,Vlade Divac
124,1990,Vlade Divac
124,1991,Vlade Divac
124,1992,Vlade Divac
124,1993,Vlade Divac
124,1994,Vlade Divac
124,1995,Vlade Divac
124,1996,Vlade Divac
124,1997,Vlade Divac
124,1998,Vlade Divac
124,1999,Vlade Divac
124,2000,Vlade Divac
124,2001,Vlade Divac
124,2002,Vlade Divac
124,2003,Vlade Divac
124,2004,Vlade Divac
128,1991,David Benoit
128,1992,David Benoit
128,1993,David Benoit
128,1994,David Benoit
128,1995,David Benoit
128,1997,David Benoit
128,2000,David Benoit
129,1993,Dino Radja
129,1994,Dino Radja
129,1995,Dino Radja
129,1996,Dino Radja
132,1994,Dwayne Morton
133,1993,David Wesley
133,1994,David Wesley
133,1995,David Wesley
133,1996,David Wesley
133,1997,David Wesley
133,1998,David Wesley
133,1999,David Wesley
133,2000,David Wesley
133,2001,David Wesley
133,2002,David Wesley
133,2003,David Wesley
133,2004,David Wesley
133,2005,David Wesley
133,2006,David Wesley
134,1987,Kevin Johnson
134,1988,Kevin Johnson
134,1989,Kevin Johnson
134,1990,Kevin Johnson
134,1991,Kevin Johnson
134,1992,Kevin Johnson
134,1993,Kevin Johnson
134,1994,Kevin Johnson
134,1995,Kevin Johnson
134,1996,Kevin Johnson
134,1997,Kevin Johnson
134,1999,Kevin Johnson
136,1993,P.J. Brown
136,1994,P.J. Brown
136,1995,P.J. Brown
136,1996,P.J. Brown
136,1997,P.J. Brown
136,1998,P.J. Brown
136,1999,P.J. Brown
136,2000,P.J. Brown
136,2001,P.J. Brown
136,2002,P.J. Brown
136,2003,P.J. Brown
136,2004,P.J. Brown
136,2005,P.J. Brown
136,2006,P.J. Brown
136,2007,P.J. Brown
137,1988,Vernon Maxwell
137,1989,Vernon Maxwell
137,1990,Vernon Maxwell
137,1991,Vernon Maxwell
137,1992,Vernon Maxwell
137,1993,Vernon Maxwell
137,1994,Vernon Maxwell
137,1995,Vernon Maxwell
137,1996,Vernon Maxwell
137,1997,Vernon Maxwell
137,1998,Vernon Maxwell
137,1999,Vernon Maxwell
137,2000,Vernon Maxwell
138,1992,Anthony Avent
138,1993,Anthony Avent
138,1994,Anthony Avent
138,1995,Anthony Avent
138,1998,Anthony Avent
138,1999,Anthony Avent
140,1989,Donald Royal
140,1991,Donald Royal
140,1992,Donald Royal
140,1993,Donald Royal
140,1994,Donald Royal
140,1995,Donald Royal
140,1996,Donald Royal
140,1997,Donald Royal
141,1994,Anthony Tucker
143,1993,Terry Dehere
143,1994,Terry Dehere
143,1995,Terry Dehere
143,1996,Terry Dehere
143,1997,Terry Dehere
143,1998,Terry Dehere
145,1992,Tracy Murray
145,1993,Tracy Murray
145,1994,Tracy Murray
145,1995,Tracy Murray
145,1996,Tracy Murray
145,1997,Tracy Murray
145,1998,Tracy Murray
145,1999,Tracy Murray
145,2000,Tracy Murray
145,2001,Tracy Murray
145,2002,Tracy Murray
145,2003,Tracy Murray
146,1990,Jud Buechler
146,1991,Jud Buechler
146,1992,Jud Buechler
146,1993,Jud Buechler
146,1994,Jud Buechler
146,1995,Jud Buechler
146,1996,Jud Buechler
146,1997,Jud Buechler
146,1998,Jud Buechler
146,1999,Jud Buechler
146,2000,Jud Buechler
146,2001,Jud Buechler
147,1994,Jalen Rose
147,1995,Jalen Rose
147,1996,Jalen Rose
147,1997,Jalen Rose
147,1998,Jalen Rose
147,1999,Jalen Rose
147,2000,Jalen Rose
147,2001,Jalen Rose
147,2002,Jalen Rose
147,2003,Jalen Rose
147,2004,Jalen Rose
147,2005,Jalen Rose
147,2006,Jalen Rose
149,1985,Michael Adams
149,1986,Michael Adams
149,1987,Michael Adams
149,1988,Michael Adams
149,1989,Michael Adams
149,1990,Michael Adams
149,1991,Michael Adams
149,1992,Michael Adams
149,1993,Michael Adams
149,1994,Michael Adams
149,1995,Michael Adams
154,1989,Adrian Caldwell
154,1990,Adrian Caldwell
154,1994,Adrian Caldwell
154,1995,Adrian Caldwell
154,1996,Adrian Caldwell
154,1997,Adrian Caldwell
156,1984,Antoine Carr
156,1985,Antoine Carr
156,1986,Antoine Carr
156,1987,Antoine Carr
156,1988,Antoine Carr
156,1989,Antoine Carr
156,1990,Antoine Carr
156,1991,Antoine Carr
156,1992,Antoine Carr
156,1993,Antoine Carr
156,1994,Antoine Carr
156,1995,Antoine Carr
156,1996,Antoine Carr
156,1997,Antoine Carr
156,1998,Antoine Carr
156,1999,Antoine Carr
157,1983,Derek Harper
157,1984,Derek Harper
157,1985,Derek Harper
157,1986,Derek Harper
157,1987,Derek Harper
157,1988,Derek Harper
157,1989,Derek Harper
157,1990,Derek Harper
157,1991,Derek Harper
157,1992,Derek Harper
157,1993,Derek Harper
157,1994,Derek Harper
157,1995,Derek Harper
157,1996,Derek Harper
157,1997,Derek Harper
157,1998,Derek Harper
160,1994,Tim Breaux
160,1995,Tim Breaux
160,1997,Tim Breaux
164,1994,Chris Childs
164,1995,Chris Childs
164,1996,Chris Childs
164,1997,Chris Childs
164,1998,Chris Childs
164,1999,Chris Childs
164,2000,Chris Childs
164,2001,Chris Childs
164,2002,Chris Childs
165,1984,Hakeem Olajuwon
165,1985,Hakeem Olajuwon
165,1986,Hakeem Olajuwon
165,1987,Hakeem Olajuwon
165,1988,Hakeem Olajuwon
165,1989,Hakeem Olajuwon
165,1990,Hakeem Olajuwon
165,1991,Hakeem Olajuwon
165,1992,Hakeem Olajuwon
165,1993,Hakeem Olajuwon
165,1994,Hakeem Olajuwon
165,1995,Hakeem Olajuwon
165,1996,Hakeem Olajuwon
165,1997,Hakeem Olajuwon
165,1998,Hakeem Olajuwon
165,1999,Hakeem Olajuwon
165,2000,Hakeem Olajuwon
165,2001,Hakeem Olajuwon
166,1986,Ron Harper
166,1987,Ron Harper
166,1988,Ron Harper
166,1989,Ron Harper
166,1990,Ron Harper
166,1991,Ron Harper
166,1992,Ron Harper
166,1993,Ron Harper
166,1994,Ron Harper
166,1995,Ron Harper
166,1996,Ron Harper
